ADX:45 ATR: 0.5,164614.81999999963,0,-925322.4799999988
ADX:45 ATR: 1,142725.31999999972,0,-613334.3600000018
ADX:45 ATR: 1.5,83971.73000000077,0,-623203.0599999992
ADX:45 ATR: 2,29136.709999999177,0,-547393.0699999998
ADX:45 ATR: 2.5,24020.589999999356,0,-510434.7300000002
ADX:45 ATR: 3,5118.46999999939,0,-434914.8500000004
ADX:50 ATR: 0.5,202035.45999999694,0,-1177185.0500000014
ADX:50 ATR: 1,163212.19999999824,0,-728702.6000000006
ADX:50 ATR: 1.5,84546.4699999983,0,-644319.2599999994
ADX:50 ATR: 2,65527.73999999999,0,-591728.1499999991
ADX:50 ATR: 2.5,56844.0500000005,0,-512143.8800000004
ADX:50 ATR: 3,71036.54000000007,0,-540255.2000000001
ADX:15 ATR: 0.5,-19898.41999999978,0,-475157.9000000009
ADX:15 ATR: 1,-14114.929999998647,0,-377449.8099999999
ADX:15 ATR: 1.5,-8137.459999999941,0,-235992.43000000043
ADX:15 ATR: 2,-3048.270000000084,0,-233789.44999999995
ADX:15 ATR: 2.5,-135.99999999953434,0,-233296.29999999996
ADX:15 ATR: 3,753.0800000000454,0,-230736.02000000002
ADX:20 ATR: 0.5,4855.179999999236,0,-606289.8600000005
ADX:20 ATR: 1,12274.160000000498,0,-410210.3399999995
ADX:20 ATR: 1.5,11620.890000001906,0,-284586.0499999981
ADX:20 ATR: 2,7258.24000000066,0,-231607.1899999993
ADX:20 ATR: 2.5,9869.270000000528,0,-275562.94999999984
ADX:20 ATR: 3,423.25999999982014,0,-279324.67999999993
ADX:25 ATR: 0.5,93749.89000000543,0,-644425.7699999992
ADX:25 ATR: 1,76128.84000000238,0,-442613.85999999964
ADX:25 ATR: 1.5,65750.98000000097,0,-398580.62999999983
ADX:25 ATR: 2,55284.2200000002,0,-326597.11999999936
ADX:25 ATR: 2.5,34393.36000000063,0,-336668.26999999915
ADX:25 ATR: 3,22616.140000000276,0,-243598.62999999983
ADX:30 ATR: 0.5,141839.3399999956,0,-620949.4299999988
ADX:30 ATR: 1,95997.43000000063,0,-442849.2100000022
ADX:30 ATR: 1.5,96384.84000000465,0,-372379.15999999945
ADX:30 ATR: 2,75103.27999999942,0,-409854.4900000001
ADX:30 ATR: 2.5,57176.70000000075,0,-322855.0700000004
ADX:30 ATR: 3,48120.15999999959,0,-276100.7799999997
ADX:35 ATR: 0.5,200826.70999999202,0,-966202.4599999993
ADX:35 ATR: 1,133917.1300000031,0,-598109.2199999989
ADX:35 ATR: 1.5,108788.68000000215,0,-478740.14999999973
ADX:35 ATR: 2,93964.77000000133,0,-399613.2000000007
ADX:35 ATR: 2.5,76803.58000000115,0,-368339.4300000004
ADX:35 ATR: 3,66145.60000000191,0,-368784.04000000044
ADX:40 ATR: 0.5,164305.71999999523,0,-955725.2100000016
ADX:40 ATR: 1,210408.25999999963,0,-584478.2399999992
ADX:40 ATR: 1.5,101836.50999999596,0,-569670.8100000019
ADX:40 ATR: 2,80291.33000000115,0,-574593.13
ADX:40 ATR: 2.5,63991.409999998854,0,-406974.9200000002
ADX:40 ATR: 3,58892.69999999956,0,-360403.0000000009
ADX:45 ATR: 0.5,214328.92999999193,0,-955476.8200000061
ADX:45 ATR: 1,250837.02000000354,0,-613334.3600000018
ADX:45 ATR: 1.5,144672.93999999875,0,-623203.0599999992
ADX:45 ATR: 2,68248.82999999973,0,-547393.0699999998
ADX:45 ATR: 2.5,32554.910000001306,0,-510434.7300000002
ADX:45 ATR: 3,30839.02000000079,0,-434914.8500000004
ADX:50 ATR: 0.5,300709.45999997895,0,-1177185.0500000014
ADX:50 ATR: 1,224623.49999999945,0,-728702.6000000006
ADX:50 ATR: 1.5,147769.19999999888,0,-644319.2599999994
ADX:50 ATR: 2,91608.09999999823,0,-591728.1499999991
ADX:50 ATR: 2.5,49299.47999999814,0,-512143.8800000004
ADX:50 ATR: 3,74955.730000002,0,-540255.2000000001
ADX:15 ATR: 0.5,-3055.979999999967,0,-420243.0600000001
ADX:15 ATR: 1,-1454.8199999999997,0,-277547.04
ADX:15 ATR: 1.5,-1228.649999999965,0,-231228.98999999996
ADX:15 ATR: 2,-335.6000000000349,0,-184342.38000000003
ADX:15 ATR: 2.5,-999.8500000000349,0,-138778.22000000003
ADX:15 ATR: 3,-538.4900000000489,0,-138601.22000000003
ADX:20 ATR: 0.5,-401.9100000000326,0,-466196.5700000001
ADX:20 ATR: 1,998.1099999997532,0,-282405.44999999995
ADX:20 ATR: 1.5,2303.1699999998964,0,-227682.0400000001
ADX:20 ATR: 2,854.3899999999558,0,-188299.00000000006
ADX:20 ATR: 2.5,582.3599999998987,0,-188088.06000000006
ADX:20 ATR: 3,974.9999999999709,0,-188446.67000000004
ADX:25 ATR: 0.5,-2708.980000000156,0,-463644.21000000014
ADX:25 ATR: 1,3032.7300000001705,0,-284909.93999999977
ADX:25 ATR: 1.5,2027.1500000002416,0,-259273.59999999974
ADX:25 ATR: 2,2615.6000000000713,0,-236369.19
ADX:25 ATR: 2.5,1781.2500000002183,0,-235783.13999999998
ADX:25 ATR: 3,1157.6500000001906,0,-235655.73999999996
ADX:30 ATR: 0.5,8189.479999999981,0,-518438.19999999984
ADX:30 ATR: 1,7685.839999999647,0,-424084.18000000017
ADX:30 ATR: 1.5,6350.999999999825,0,-342498.86000000016
ADX:30 ATR: 2,5133.9699999996665,0,-236304.47000000003
ADX:30 ATR: 2.5,3749.9399999999005,0,-235816.85
ADX:30 ATR: 3,3721.3999999998778,0,-234578.19000000003
ADX:35 ATR: 0.5,16777.350000000137,0,-471532.97
ADX:35 ATR: 1,12909.830000000016,0,-464191.87000000017
ADX:35 ATR: 1.5,13561.429999999935,0,-374145.3699999999
ADX:35 ATR: 2,13987.309999999998,0,-276715.5600000001
ADX:35 ATR: 2.5,12715.470000000001,0,-233322.26000000004
ADX:35 ATR: 3,10417.019999999917,0,-234254.60000000006
ADX:40 ATR: 0.5,20085.420000000333,0,-753221.9000000001
ADX:40 ATR: 1,14608.12000000001,0,-470201.31
ADX:40 ATR: 1.5,10326.979999999923,0,-374572.18000000005
ADX:40 ATR: 2,8142.209999999963,0,-297808.99000000005
ADX:40 ATR: 2.5,8452.030000000028,0,-253818.08999999997
ADX:40 ATR: 3,5637.449999999852,0,-235213.78000000006
ADX:45 ATR: 0.5,26079.43999999972,0,-694825.4900000003
ADX:45 ATR: 1,19380.629999999917,0,-507845.1099999999
ADX:45 ATR: 1.5,15560.550000000134,0,-374700.0300000001
ADX:45 ATR: 2,6073.670000000042,0,-340985.73
ADX:45 ATR: 2.5,7051.670000000042,0,-268915.25
ADX:45 ATR: 3,5872.989999999729,0,-237740.97000000006
ADX:50 ATR: 0.5,-2221.410000000382,0,-1077879.4000000006
ADX:50 ATR: 1,12236.349999999497,0,-594619.5900000004
ADX:50 ATR: 1.5,10687.130000000194,0,-558304.1599999999
ADX:50 ATR: 2,10454.360000000066,0,-419351.60000000015
ADX:50 ATR: 2.5,2246.5000000003274,0,-409652.43999999965
ADX:50 ATR: 3,4995.74000000002,0,-408768.27999999997
ADX:15 ATR: 0.5,-14063.680000000502,0,-384679.1400000003,0.03655950774975865
ADX:15 ATR: 1,-6778.5199999995675,0,-246595.7600000002,0.02748838828372216
ADX:15 ATR: 1.5,-4914.44999999975,0,-184952.94999999984,0.026571352335822456
ADX:15 ATR: 2,-2872.740000000231,0,-170447.5100000003,0.016854103647511342
ADX:15 ATR: 2.5,-1124.0999999998967,0,-169669.00999999995,0.006625252307418408
ADX:15 ATR: 3,-1522.9200000000783,0,-149896.59000000005,0.010159804168994624
ADX:20 ATR: 0.5,12673.790000000125,0,-615982.4699999997,0.020574919932380753
ADX:20 ATR: 1,13831.200000000856,0,-283193.32999999914,0.04884013334636412
ADX:20 ATR: 1.5,11010.070000000414,0,-251922.58000000016,0.04370418086382097
ADX:20 ATR: 2,11256.760000000359,0,-175156.70999999993,0.06426679286223384
ADX:20 ATR: 2.5,7637.899999999936,0,-178957.62000000002,0.042679937294650735
ADX:20 ATR: 3,3932.8000000003813,0,-181686.05999999965,0.02164612959299348
ADX:25 ATR: 0.5,33404.11999999924,0,-442624.9599999998,0.07546822483756735
ADX:25 ATR: 1,27685.200000001118,0,-343735.25999999885,0.08054221728664442
ADX:25 ATR: 1.5,17291.480000001233,0,-274419.639999999,0.06301108769037557
ADX:25 ATR: 2,13991.04999999961,0,-249500.40000000055,0.056076262803585
ADX:25 ATR: 2.5,6763.689999999857,0,-194512.93999999994,0.03477244238866504
ADX:25 ATR: 3,3442.640000000014,0,-197321.4699999999,0.017446859685365284
ADX:30 ATR: 0.5,76968.16999999591,0,-522443.12999999925,0.1473235373963019
ADX:30 ATR: 1,37882.070000001084,0,-439011.4599999979,0.08628947863912542
ADX:30 ATR: 1.5,30356.680000001274,0,-322167.8999999993,0.09422627145659557
ADX:30 ATR: 2,30196.180000001303,0,-279482.23999999964,0.10804328747329828
ADX:30 ATR: 2.5,21915.960000001083,0,-273732.1499999991,0.08006352195020262
ADX:30 ATR: 3,21245.870000000243,0,-185655.76,0.11443690193075745
ADX:35 ATR: 0.5,58140.61999999857,0,-667042.1900000012,0.08716183304686989
ADX:35 ATR: 1,43504.290000005334,0,-438699.0899999946,0.09916658363710275
ADX:35 ATR: 1.5,34466.28000000035,0,-298189.24999999953,0.11558525332486132
ADX:35 ATR: 2,27788.299999999697,0,-277767.01999999996,0.10004175441706399
ADX:35 ATR: 2.5,23679.449999999903,0,-264121.3300000003,0.08965368302514558
ADX:35 ATR: 3,26204.26000000097,0,-207472.72999999998,0.12630218920819605
ADX:40 ATR: 0.5,71222.36999999496,0,-728567.750000001,0.09775668769307296
ADX:40 ATR: 1,56249.84000000096,0,-504621.45000000065,0.11146937967064398
ADX:40 ATR: 1.5,9881.820000000524,0,-413747.3600000004,0.02388370526400583
ADX:40 ATR: 2,14960.210000000741,0,-350497.10999999964,0.04268283410382687
ADX:40 ATR: 2.5,17441.490000000806,0,-380196.04999999993,0.04587499002159756
ADX:40 ATR: 3,10045.170000000893,0,-305987.09999999957,0.032828736897734925
ADX:45 ATR: 0.5,21204.250000001048,0,-699557.2199999993,0.03031095869470273
ADX:45 ATR: 1,52918.49000000148,0,-607663.0499999999,0.08708525226274905
ADX:45 ATR: 1.5,23215.57000000102,0,-556271.5599999994,0.04173423857944678
ADX:45 ATR: 2,26889.71000000114,0,-522294.8099999988,0.051483777906966385
ADX:45 ATR: 2.5,8965.33000000078,0,-413458.0899999988,0.02168376968993594
ADX:45 ATR: 3,16177.350000001737,0,-328352.9899999988,0.04926816716364238
ADX:50 ATR: 0.5,-253.41999999937252,0,-759174.0199999993,0.00033381015857124926
ADX:50 ATR: 1,-66734.05000000211,0,-784759.7500000016,0.08503755448721978
ADX:50 ATR: 1.5,-14592.900000000533,0,-583794.8500000002,0.024996623385767323
ADX:50 ATR: 2,-59528.349999998885,0,-524880.31,0.11341318938025867
ADX:50 ATR: 2.5,-83974.56000000039,0,-480145.19000000047,0.17489409817892856
ADX:50 ATR: 3,-55978.2700000004,0,-399445.5400000001,0.14013992996392044
